season,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
1,1,11,0,Wednesday,1,1,20.22,31.0018,33,22.0028
1,1,12,0,Wednesday,1,1,20.22,31.0018,33,22.0028
1,1,13,0,Wednesday,1,1,21.160000000000004,33.001599999999996,30,19.999499999999998
1,1,14,0,Wednesday,1,1,22.1,35.001400000000004,28.000000000000004,12.998000000000001
1,1,15,0,Wednesday,1,1,22.1,35.001400000000004,28.000000000000004,12.998000000000001
1,1,16,0,Wednesday,1,1,22.1,37.0012,28.000000000000004,6.0032
1,1,17,0,Wednesday,1,1,19.28,31.0018,38,12.998000000000001
1,1,18,0,Wednesday,1,1,19.28,31.9984,38,8.9981
1,1,20,0,Wednesday,1,1,18.34,31.0018,47,11.0014
1,1,21,0,Wednesday,1,1,17.4,29.002000000000002,51,12.998000000000001
1,1,23,0,Wednesday,1,1,17.4,33.001599999999996,47,14.412186468646864
1,1,0,0,Thursday,1,1,16.46,31.9984,55.00000000000001,14.412186468646864
1,1,1,0,Thursday,1,1,15.52,31.0018,64,14.412186468646864
1,1,2,0,Thursday,1,1,15.52,31.0018,64,14.412186468646864
1,1,4,0,Thursday,1,2,15.52,29.002000000000002,64,6.0032
1,1,5,0,Thursday,1,2,14.580000000000002,27.9988,69,6.0032
1,1,6,0,Thursday,1,2,14.580000000000002,27.0022,63,7.0015
1,1,7,0,Thursday,1,2,15.52,31.0018,59,14.412186468646864
1,1,9,0,Thursday,1,2,16.46,31.9984,51,14.412186468646864
1,1,10,0,Thursday,1,1,17.4,33.001599999999996,47,14.412186468646864
1,1,13,0,Thursday,1,1,20.22,33.9982,35,7.0015
1,1,14,0,Thursday,1,1,21.160000000000004,33.9982,36,11.0014
1,1,15,0,Thursday,1,1,21.160000000000004,33.9982,36,14.412186468646864
1,1,16,0,Thursday,1,1,20.22,33.001599999999996,38,11.0014
1,1,17,0,Thursday,1,1,18.34,31.0018,51,11.0014
1,1,18,0,Thursday,1,1,18.34,31.0018,51,8.9981
1,1,20,0,Thursday,1,1,17.4,29.998600000000003,51,11.0014
1,1,21,0,Thursday,1,2,18.34,29.998600000000003,55.00000000000001,15.001299999999999
1,1,22,0,Thursday,1,2,18.34,29.998600000000003,51,19.0012
1,1,23,0,Thursday,1,2,17.4,29.002000000000002,59,12.998000000000001
1,1,0,0,Friday,1,2,17.4,29.002000000000002,64,12.998000000000001
1,1,1,0,Friday,1,2,17.4,29.002000000000002,69,15.001299999999999
1,1,2,0,Friday,1,2,17.4,29.002000000000002,69,15.001299999999999
1,1,4,0,Friday,1,2,17.4,29.998600000000003,69,8.9981
1,1,5,0,Friday,1,3,18.34,33.9982,55.00000000000001,14.412186468646864
1,1,6,0,Friday,1,2,17.4,33.001599999999996,69,14.412186468646864
1,1,8,0,Friday,1,1,17.4,29.002000000000002,51,16.997899999999998
1,1,9,0,Friday,1,1,17.4,27.9988,47,19.999499999999998
1,1,10,0,Friday,1,1,18.34,29.002000000000002,37,22.0028
1,1,11,0,Friday,1,2,17.4,29.002000000000002,40,15.001299999999999
1,1,12,0,Friday,1,2,17.4,29.002000000000002,37,16.997899999999998
1,1,13,0,Friday,1,2,17.4,27.9988,37,19.0012
1,1,14,0,Friday,1,2,17.4,29.002000000000002,40,16.997899999999998
1,1,17,0,Friday,1,2,17.4,33.001599999999996,37,14.412186468646864
1,1,18,0,Friday,1,1,17.4,31.0018,40,6.0032
1,1,19,0,Friday,1,1,15.52,29.002000000000002,55.00000000000001,6.0032
1,1,20,0,Friday,1,1,16.46,29.998600000000003,47,7.0015
1,1,21,0,Friday,1,1,16.46,29.002000000000002,47,8.9981
1,1,22,0,Friday,1,2,16.46,29.002000000000002,43,11.0014
1,1,23,0,Friday,1,2,16.46,29.002000000000002,51,11.0014
1,1,1,0,Saturday,0,2,16.46,29.998600000000003,55.00000000000001,6.0032
1,1,2,0,Saturday,0,2,16.46,31.9984,55.00000000000001,14.412186468646864
1,1,3,0,Saturday,0,3,16.46,29.002000000000002,55.00000000000001,11.0014
1,1,4,0,Saturday,0,3,16.46,29.002000000000002,55.00000000000001,11.0014
1,1,5,0,Saturday,0,2,15.52,27.0022,74,11.0014
1,1,6,0,Saturday,0,2,15.52,27.0022,74,11.0014
1,1,7,0,Saturday,0,2,15.52,27.9988,74,7.0015
1,1,8,0,Saturday,0,3,15.52,27.9988,93,7.0015
1,1,9,0,Saturday,0,3,15.52,27.9988,93,7.0015
1,1,12,0,Saturday,0,2,17.4,27.9988,59,23.9994
1,1,13,0,Saturday,0,1,17.4,27.9988,44,22.0028
1,1,14,0,Saturday,0,1,17.4,27.0022,32,32.9975
1,1,15,0,Saturday,0,1,17.4,27.0022,32,30.002599999999997
1,1,16,0,Saturday,0,1,16.46,25.0024,28.999999999999996,30.002599999999997
1,1,17,0,Saturday,0,1,15.52,23.999200000000002,37,36.9974
1,1,18,0,Saturday,0,1,14.580000000000002,23.999200000000002,39,19.999499999999998
1,1,19,0,Saturday,0,1,14.580000000000002,23.999200000000002,36,16.997899999999998
1,1,20,0,Saturday,0,1,13.64,23.999200000000002,36,16.997899999999998
1,1,21,0,Saturday,0,1,13.64,23.0026,39,23.9994
1,1,22,0,Saturday,0,1,13.64,23.0026,36,26.0027
1,1,23,0,Saturday,0,1,12.7,19.9996,39,30.002599999999997
1,1,0,0,Sunday,0,1,12.7,21.0028,42,26.0027
1,1,1,0,Sunday,0,1,12.7,19.9996,42,31.0009
1,1,2,0,Sunday,0,1,12.7,19.9996,46,31.0009
1,1,5,0,Sunday,0,1,11.76,21.9994,53,12.998000000000001
1,1,6,0,Sunday,0,1,12.7,21.9994,49,19.0012
1,1,7,0,Sunday,0,1,11.76,21.9994,53,12.998000000000001
1,1,8,0,Sunday,0,1,12.7,21.9994,49,19.0012
1,1,9,0,Sunday,0,1,13.64,21.0028,46,35.0008
1,1,11,0,Sunday,0,1,15.52,23.999200000000002,40,35.0008
1,1,12,0,Sunday,0,1,16.46,25.0024,37,30.002599999999997
1,1,13,0,Sunday,0,1,17.4,27.0022,34,30.002599999999997
1,1,14,0,Sunday,0,1,18.34,27.9988,32,31.0009
1,1,15,0,Sunday,0,1,18.34,29.002000000000002,35,23.9994
1,1,16,0,Sunday,0,1,17.4,27.0022,34,30.002599999999997
1,1,18,0,Sunday,0,1,15.52,25.0024,40,22.0028
1,1,19,0,Sunday,0,1,15.52,25.0024,43,22.0028
1,1,20,0,Sunday,0,1,14.580000000000002,23.999200000000002,46,16.997899999999998
1,1,21,0,Sunday,0,1,14.580000000000002,23.0026,46,27.999299999999998
1,1,22,0,Sunday,0,1,14.580000000000002,23.999200000000002,46,19.999499999999998
1,1,23,0,Sunday,0,1,13.64,25.0024,50,12.998000000000001
1,1,0,0,Monday,1,1,13.64,23.999200000000002,50,19.0012
1,1,1,0,Monday,1,1,13.64,23.999200000000002,50,19.0012
1,1,2,0,Monday,1,1,13.64,23.999200000000002,50,15.001299999999999
1,1,3,0,Monday,1,1,13.64,23.999200000000002,50,15.001299999999999
1,1,4,0,Monday,1,1,12.7,23.999200000000002,54,8.9981
1,1,5,0,Monday,1,1,12.7,23.0026,54,16.997899999999998
1,1,6,0,Monday,1,1,13.64,23.999200000000002,50,19.0012
1,1,8,0,Monday,1,2,13.64,23.999200000000002,50,19.0012
1,1,9,0,Monday,1,2,14.580000000000002,23.999200000000002,50,16.997899999999998
1,1,10,0,Monday,1,2,14.580000000000002,23.999200000000002,50,19.999499999999998
1,1,11,0,Monday,1,2,15.52,25.0024,47,19.0012
1,1,13,0,Monday,1,2,17.4,27.9988,40,19.0012
1,1,15,0,Monday,1,2,17.4,29.002000000000002,40,15.001299999999999
1,1,16,0,Monday,1,1,17.4,29.998600000000003,40,8.9981
1,1,17,0,Monday,1,1,17.4,31.0018,40,7.0015
1,1,18,0,Monday,1,1,17.4,29.002000000000002,40,15.001299999999999
1,1,19,0,Monday,1,1,15.52,27.0022,47,11.0014
1,1,20,0,Monday,1,1,15.52,27.0022,50,11.0014
1,1,21,0,Monday,1,1,14.580000000000002,25.0024,59,12.998000000000001
1,1,22,0,Monday,1,1,14.580000000000002,25.999000000000002,59,11.0014
1,1,23,0,Monday,1,1,14.580000000000002,25.999000000000002,59,11.0014
1,1,0,0,Tuesday,1,1,14.580000000000002,27.0022,59,7.0015
1,1,1,0,Tuesday,1,1,14.580000000000002,25.999000000000002,59,11.0014
1,1,2,0,Tuesday,1,2,15.52,25.999000000000002,55.00000000000001,12.998000000000001
1,1,5,0,Tuesday,1,2,15.52,27.9988,55.00000000000001,8.9981
1,1,6,0,Tuesday,1,2,15.52,27.9988,55.00000000000001,8.9981
1,1,7,0,Tuesday,1,2,15.52,31.0018,55.00000000000001,14.412186468646864
1,1,8,0,Tuesday,1,2,16.46,29.998600000000003,51,6.0032
1,1,9,0,Tuesday,1,2,16.46,29.002000000000002,51,11.0014
1,1,10,0,Tuesday,1,2,17.4,29.998600000000003,51,11.0014
1,1,12,0,Tuesday,1,2,17.4,31.0018,51,7.0015
1,1,13,0,Tuesday,1,2,17.4,31.0018,59,6.0032
1,1,15,0,Tuesday,1,2,15.52,29.002000000000002,80,6.0032
1,1,16,0,Tuesday,1,2,15.52,25.999000000000002,86,15.001299999999999
1,1,17,0,Tuesday,1,2,15.52,25.999000000000002,86,15.001299999999999
1,1,18,0,Tuesday,1,3,15.52,27.9988,93,7.0015
1,1,20,0,Tuesday,1,3,15.52,25.999000000000002,93,12.998000000000001
1,1,21,0,Tuesday,1,3,15.52,29.002000000000002,86,6.0032
1,1,22,0,Tuesday,1,3,15.52,27.9988,93,7.0015
1,1,0,0,Wednesday,1,2,15.52,29.002000000000002,86,6.0032
1,1,1,0,Wednesday,1,2,15.52,27.9988,86,7.0015
1,1,2,0,Wednesday,1,1,14.580000000000002,25.999000000000002,86,8.9981
1,1,6,0,Wednesday,1,1,13.64,25.999000000000002,93,8.9981
1,1,7,0,Wednesday,1,1,14.580000000000002,25.999000000000002,69,8.9981
1,1,8,0,Wednesday,1,1,15.52,27.0022,59,11.0014
1,1,9,0,Wednesday,1,1,15.52,25.0024,59,22.0028
1,1,10,0,Wednesday,1,1,16.46,27.9988,55.00000000000001,15.001299999999999
1,1,11,0,Wednesday,1,1,17.4,27.9988,51,26.0027
1,1,12,0,Wednesday,1,1,17.4,25.999000000000002,47,39.000699999999995
1,1,13,0,Wednesday,1,1,18.34,29.002000000000002,44,23.9994
1,1,14,0,Wednesday,1,1,17.4,27.9988,47,22.0028
1,1,15,0,Wednesday,1,1,17.4,27.0022,47,27.999299999999998
1,1,16,0,Wednesday,1,1,18.34,29.002000000000002,44,22.0028
1,1,17,0,Wednesday,1,1,17.4,27.9988,47,23.9994
1,1,18,0,Wednesday,1,1,17.4,25.999000000000002,47,35.0008
1,1,19,0,Wednesday,1,1,16.46,25.999000000000002,47,27.999299999999998
1,1,20,0,Wednesday,1,1,15.52,25.0024,50,22.0028
1,1,21,0,Wednesday,1,1,15.52,25.0024,55.00000000000001,22.0028
1,1,22,0,Wednesday,1,1,15.52,23.999200000000002,55.00000000000001,30.002599999999997
1,1,23,0,Wednesday,1,1,14.580000000000002,23.0026,59,27.999299999999998
1,1,0,0,Thursday,1,1,14.580000000000002,23.999200000000002,59,19.0012
1,1,1,0,Thursday,1,1,14.580000000000002,23.999200000000002,50,19.0012
1,1,2,0,Thursday,1,1,14.580000000000002,23.999200000000002,50,23.9994
1,1,3,0,Thursday,1,1,14.580000000000002,23.999200000000002,50,22.0028
1,1,4,0,Thursday,1,1,14.580000000000002,23.999200000000002,50,16.997899999999998
1,1,6,0,Thursday,1,1,13.64,25.999000000000002,54,8.9981
1,1,7,0,Thursday,1,1,13.64,25.999000000000002,54,8.9981
1,1,8,0,Thursday,1,1,14.580000000000002,25.0024,50,12.998000000000001
1,1,9,0,Thursday,1,1,14.580000000000002,23.999200000000002,50,22.0028
1,1,11,0,Thursday,1,2,17.4,27.0022,44,30.002599999999997
1,1,12,0,Thursday,1,1,17.4,27.0022,44,27.999299999999998
1,1,13,0,Thursday,1,1,18.34,29.002000000000002,41,30.002599999999997
1,1,14,0,Thursday,1,1,18.34,29.002000000000002,41,26.0027
1,1,15,0,Thursday,1,1,19.28,29.998600000000003,38,19.999499999999998
1,1,16,0,Thursday,1,1,19.28,29.998600000000003,38,23.9994
1,1,17,0,Thursday,1,1,17.4,27.9988,40,19.0012
1,1,18,0,Thursday,1,1,17.4,27.9988,40,22.0028
1,1,19,0,Thursday,1,1,15.52,25.999000000000002,47,16.997899999999998
1,1,20,0,Thursday,1,1,15.52,25.999000000000002,47,15.001299999999999
1,1,21,0,Thursday,1,1,14.580000000000002,23.999200000000002,46,19.999499999999998
1,1,22,0,Thursday,1,1,14.580000000000002,23.999200000000002,46,22.0028
1,1,23,0,Thursday,1,1,13.64,25.0024,50,12.998000000000001
1,1,0,0,Friday,1,1,13.64,25.0024,50,12.998000000000001
1,1,1,0,Friday,1,1,12.7,23.999200000000002,54,11.0014
1,1,2,0,Friday,1,1,12.7,23.999200000000002,54,8.9981
1,1,3,0,Friday,1,1,12.7,25.0024,54,7.0015
1,1,6,0,Friday,1,1,12.7,27.9988,54,14.412186468646864
1,1,8,0,Friday,1,1,13.64,27.0022,68,14.412186468646864
1,1,11,0,Friday,1,1,16.46,27.0022,51,19.0012
1,1,12,0,Friday,1,1,17.4,29.002000000000002,44,16.997899999999998
1,1,13,0,Friday,1,1,18.34,29.002000000000002,37,26.0027
1,1,15,0,Friday,1,1,19.28,31.9984,38,11.0014
1,1,16,0,Friday,1,1,18.34,31.9984,41,7.0015
1,1,17,0,Friday,1,1,18.34,31.0018,41,11.0014
1,1,20,0,Friday,1,1,16.46,31.9984,59,14.412186468646864
1,1,21,0,Friday,1,1,15.52,31.0018,69,14.412186468646864
1,1,22,0,Friday,1,2,15.52,31.0018,69,14.412186468646864
1,1,23,0,Friday,1,2,16.46,31.9984,55.00000000000001,14.412186468646864
1,1,0,0,Saturday,0,1,16.46,31.9984,55.00000000000001,14.412186468646864
1,1,1,0,Saturday,0,2,15.52,29.002000000000002,59,6.0032
1,1,2,0,Saturday,0,2,15.52,29.002000000000002,59,6.0032
1,1,3,0,Saturday,0,2,15.52,31.0018,59,14.412186468646864
1,1,4,0,Saturday,0,2,15.52,31.0018,59,14.412186468646864
1,1,5,0,Saturday,0,1,15.52,31.0018,59,14.412186468646864
1,1,6,0,Saturday,0,1,14.580000000000002,27.0022,63,7.0015
1,1,8,0,Saturday,0,1,14.580000000000002,25.999000000000002,63,8.9981
1,1,9,0,Saturday,0,1,15.52,27.9988,64,8.9981
1,1,11,0,Saturday,0,1,17.4,29.002000000000002,55.00000000000001,15.001299999999999
1,1,12,0,Saturday,0,1,19.28,31.0018,48,15.001299999999999
1,1,13,0,Saturday,0,1,21.160000000000004,33.001599999999996,38,19.999499999999998
1,1,14,0,Saturday,0,1,22.1,35.001400000000004,39,19.0012
1,1,15,0,Saturday,0,2,23.04,37.0012,36,12.998000000000001
1,1,16,0,Saturday,0,2,23.98,37.9978,34,12.998000000000001
1,1,17,0,Saturday,0,2,23.04,35.998000000000005,36,19.0012
1,1,22,0,Saturday,0,2,22.1,37.0012,42,7.0015
1,1,0,0,Sunday,0,1,20.22,35.998000000000005,56.00000000000001,14.412186468646864
1,1,1,0,Sunday,0,1,20.22,33.9982,56.00000000000001,8.9981
1,1,2,0,Sunday,0,1,20.22,35.001400000000004,56.00000000000001,6.0032
1,1,3,0,Sunday,0,1,18.34,33.9982,69,14.412186468646864
1,1,5,0,Sunday,0,2,20.22,33.001599999999996,56.00000000000001,11.0014
1,1,7,0,Sunday,0,2,19.28,29.998600000000003,56.00000000000001,19.999499999999998
1,1,8,0,Sunday,0,1,18.34,29.998600000000003,55.00000000000001,19.0012
1,1,9,0,Sunday,0,1,18.34,29.998600000000003,51,16.997899999999998
1,1,10,0,Sunday,0,1,18.34,29.998600000000003,51,19.0012
1,1,11,0,Sunday,0,1,19.28,31.0018,44,16.997899999999998
1,1,12,0,Sunday,0,1,19.28,29.998600000000003,41,19.0012
1,1,13,0,Sunday,0,1,20.22,31.0018,35,19.999499999999998
1,1,14,0,Sunday,0,1,21.160000000000004,33.9982,36,16.997899999999998
1,1,16,0,Sunday,0,1,19.28,31.0018,38,15.001299999999999
1,1,17,0,Sunday,0,1,18.34,29.998600000000003,37,16.997899999999998
1,1,18,0,Sunday,0,1,17.4,29.998600000000003,40,11.0014
1,1,19,0,Sunday,0,1,16.46,29.002000000000002,47,8.9981
1,1,20,0,Sunday,0,1,16.46,29.002000000000002,47,11.0014
1,1,22,0,Sunday,0,2,17.4,29.998600000000003,49,8.9981
1,1,23,0,Sunday,0,2,17.4,31.0018,40,7.0015
1,1,0,1,Monday,0,2,17.4,29.002000000000002,47,15.001299999999999
1,1,1,1,Monday,0,2,17.4,29.002000000000002,44,12.998000000000001
1,1,2,1,Monday,0,2,16.46,27.0022,43,16.997899999999998
1,1,3,1,Monday,0,2,16.46,27.9988,43,12.998000000000001
1,1,4,1,Monday,0,2,16.46,29.002000000000002,43,8.9981
1,1,5,1,Monday,0,2,16.46,29.002000000000002,43,11.0014
1,1,6,1,Monday,0,2,16.46,27.9988,43,12.998000000000001
1,1,8,1,Monday,0,2,15.52,25.999000000000002,47,15.001299999999999
1,1,9,1,Monday,0,2,15.52,25.999000000000002,47,15.001299999999999
1,1,10,1,Monday,0,2,15.52,25.999000000000002,50,16.997899999999998
1,1,11,1,Monday,0,2,15.52,25.999000000000002,55.00000000000001,12.998000000000001
1,1,12,1,Monday,0,2,16.46,29.002000000000002,47,8.9981
1,1,13,1,Monday,0,2,16.46,29.002000000000002,47,8.9981
1,1,14,1,Monday,0,2,16.46,29.998600000000003,43,7.0015
1,1,15,1,Monday,0,2,17.4,29.998600000000003,47,11.0014
1,1,16,1,Monday,0,2,17.4,29.998600000000003,47,11.0014
1,1,17,1,Monday,0,1,17.4,29.002000000000002,51,12.998000000000001
1,1,18,1,Monday,0,2,16.46,27.0022,55.00000000000001,16.997899999999998
1,1,19,1,Monday,0,3,16.46,27.9988,59,12.998000000000001
1,1,20,1,Monday,0,3,15.52,25.999000000000002,80,12.998000000000001
1,1,21,1,Monday,0,3,15.52,25.999000000000002,80,12.998000000000001
1,1,22,1,Monday,0,3,14.580000000000002,23.999200000000002,93,16.997899999999998
1,1,23,1,Monday,0,3,15.52,25.0024,86,19.0012
1,1,12,0,Tuesday,1,2,17.4,27.9988,86,22.0028
1,1,13,0,Tuesday,1,2,17.4,29.002000000000002,86,15.001299999999999
1,1,16,0,Tuesday,1,2,18.34,31.0018,87,12.998000000000001
1,1,17,0,Tuesday,1,2,18.34,31.0018,82,12.998000000000001
1,1,19,0,Tuesday,1,2,18.34,31.0018,80,8.9981
1,1,20,0,Tuesday,1,2,18.34,33.9982,87,14.412186468646864
1,1,21,0,Tuesday,1,2,18.34,31.9984,93,7.0015
1,1,22,0,Tuesday,1,2,18.34,33.001599999999996,93,6.0032
1,1,1,0,Wednesday,1,3,18.34,31.0018,93,8.9981
1,1,2,0,Wednesday,1,3,18.34,31.0018,93,8.9981
1,1,8,0,Wednesday,1,2,19.28,33.001599999999996,93,7.0015
1,1,10,0,Wednesday,1,2,20.22,33.9982,93,8.9981
1,1,11,0,Wednesday,1,2,21.160000000000004,35.998000000000005,87,6.0032
1,1,12,0,Wednesday,1,2,22.1,37.0012,81,6.0032
1,1,15,0,Wednesday,1,1,26.8,43.000600000000006,54,19.0012
1,1,16,0,Wednesday,1,1,25.86,41.9974,57.99999999999999,26.0027
1,1,17,0,Wednesday,1,1,24.919999999999998,37.9978,56.99999999999999,22.0028
1,1,18,0,Wednesday,1,1,23.98,37.0012,61,19.0012
1,1,19,0,Wednesday,1,1,23.04,35.001400000000004,56.99999999999999,27.999299999999998
1,1,20,0,Wednesday,1,1,23.04,35.998000000000005,49,19.999499999999998
1,1,0,0,Thursday,1,1,20.22,31.0018,56.00000000000001,26.0027
1,1,2,0,Thursday,1,1,20.22,33.9982,56.00000000000001,14.412186468646864
1,1,3,0,Thursday,1,1,20.22,33.001599999999996,56.00000000000001,11.0014
1,1,4,0,Thursday,1,1,20.22,33.001599999999996,56.00000000000001,11.0014
1,1,7,0,Thursday,1,1,18.34,29.998600000000003,55.00000000000001,15.001299999999999
1,1,8,0,Thursday,1,1,18.34,29.998600000000003,55.00000000000001,19.0012
1,1,9,0,Thursday,1,2,19.28,31.0018,52,15.001299999999999
1,1,10,0,Thursday,1,1,20.22,31.0018,48,19.999499999999998
1,1,11,0,Thursday,1,2,21.160000000000004,33.9982,45,11.0014
1,1,12,0,Thursday,1,2,22.1,37.9978,42,14.412186468646864
1,1,13,0,Thursday,1,2,21.160000000000004,35.001400000000004,45,7.0015
1,1,14,0,Thursday,1,2,22.1,35.998000000000005,45,8.9981
1,1,15,0,Thursday,1,2,23.04,37.0012,45,12.998000000000001
1,1,16,0,Thursday,1,2,22.1,35.998000000000005,49,8.9981
1,1,17,0,Thursday,1,2,22.1,37.0012,49,7.0015
1,1,19,0,Thursday,1,1,20.22,31.0018,56.00000000000001,22.0028
1,1,20,0,Thursday,1,2,20.22,31.9984,60,19.0012
1,1,21,0,Thursday,1,2,19.28,31.0018,60,16.997899999999998
1,1,23,0,Thursday,1,2,19.28,29.998600000000003,65,22.0028
1,1,2,0,Friday,1,3,19.28,31.9984,75,11.0014
1,1,3,0,Friday,1,3,18.34,29.998600000000003,80,19.999499999999998
1,1,4,0,Friday,1,2,18.34,33.001599999999996,87,6.0032
